Time,"Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Core4,0","Temp:Core5,0","Temp:Core6,0","Temp:Core7,0","Temp:Composite,0","Temp:Sensor1,0","Temp:Pch_Haswell,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Frequency:Core 8,Frequency:Core 9,Frequency:Core 10,Frequency:Core 11,Frequency:Core 12,Frequency:Core 13,Frequency:Core 14,Frequency:Core 15,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7,Util:Core 8,Util:Core 9,Util:Core 10,Util:Core 11,Util:Core 12,Util:Core 13,Util:Core 14,Util:Core 15
2024-04-17_19:02:45,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,822.0,800.0,800.0,800.0,800.0,800.0,800.0,1151.4,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.5,0.0,0.5,0.5,1.0,0.0,0.0,1.5,11.9,0.5,0.0,1.0,0.0,5.4,0.0,1.0,0.5
2024-04-17_19:02:47,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,818.1,800.0,800.0,800.0,800.0,800.0,800.0,1089.7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.8,0.5,0.0,0.0,1.0,0.0,0.0,3.9,2.0,1.5,0.5,1.0,1.0,9.3,5.4,1.0,1.5
2024-04-17_19:02:49,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,829.2,800.0,800.0,800.0,800.0,800.0,800.0,1104.9,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.7,0.5,0.5,0.0,0.5,0.0,0.5,3.4,0.5,1.0,1.5,2.0,0.0,16.2,1.0,0.5,0.0
2024-04-17_19:02:51,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,816.6,800.0,800.0,800.0,800.0,800.0,800.0,1064.8,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,2.9,0.5,0.5,0.0,0.0,0.5,4.5,4.9,0.5,0.0
2024-04-17_19:02:53,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,814.7,800.0,800.0,800.0,800.0,800.0,800.0,1035.1,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,2.7,1.0,1.0,1.0,0.5,1.5,2.5,13.9,2.0,1.5,0.0,2.0,1.0,9.8,5.0,1.5,0.5
2024-04-17_19:02:55,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,809.0,800.0,800.0,800.0,1185.3,800.0,800.0,943.6,800.0,800.0,800.0,800.0,800.0,798.2,800.0,800.0,800.0,0.8,0.5,0.0,0.0,0.5,0.0,0.0,3.9,0.0,0.5,0.0,0.5,0.0,4.9,0.5,1.0,0.5
2024-04-17_19:02:57,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,822.8,800.0,800.0,800.0,800.0,800.0,800.0,1523.7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.9,1.9,0.0,1.0,1.5,0.5,11.7,3.9,1.0,0.0,0.5,1.0,0.5,4.4,0.5,0.5,2.4
2024-04-17_19:02:59,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,855.3,800.0,800.0,800.0,800.0,800.0,800.0,1124.3,800.0,800.0,800.0,800.0,800.0,1100.0,800.0,800.0,800.0,2.2,2.5,1.0,2.5,1.5,1.0,3.9,3.4,1.0,1.5,0.5,0.5,2.4,4.9,8.5,0.5,0.0
2024-04-17_19:03:01,44.0,44.0,44.0,44.0,43.0,43.0,43.0,43.0,43.0,43.9,43.9,67.0,816.7,800.0,911.1,800.0,800.0,800.0,800.0,1060.5,800.0,800.0,800.0,800.0,800.0,807.1,800.0,800.0,800.0,1.5,1.0,1.0,0.0,1.0,0.0,11.8,3.0,1.0,0.5,0.0,0.0,1.0,3.4,0.5,0.0,0.5
2024-04-17_19:03:03,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.0,43.0,43.9,43.9,67.0,919.0,800.0,800.0,800.0,800.0,800.0,800.0,903.7,2600.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.9,2.9,1.0,1.5,1.5,0.5,1.0,3.9,11.8,0.5,0.5,1.0,0.5,3.0,0.0,0.5,0.0
2024-04-17_19:03:05,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,844.8,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1516.6,800.0,1.7,1.0,1.5,0.0,1.0,0.5,1.0,2.5,1.0,1.0,0.0,1.0,1.0,4.4,9.9,2.9,0.0
2024-04-17_19:03:07,44.0,44.0,44.0,44.0,44.0,44.0,43.0,43.0,43.0,43.9,43.9,67.0,1100.3,800.0,800.0,2000.0,800.0,1700.0,1700.0,800.0,800.0,800.0,1700.0,800.0,800.0,800.0,800.0,804.9,800.0,1.9,2.0,0.5,1.5,1.0,1.0,1.0,0.0,13.7,0.0,0.5,0.0,0.5,4.9,0.0,3.5,0.5
2024-04-17_19:03:09,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,824.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1183.6,800.0,0.8,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0,3.9,0.5,3.4,0.5
2024-04-17_19:03:11,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,822.2,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1155.6,800.0,2.5,1.5,0.5,1.5,0.5,0.0,0.0,0.5,1.0,1.5,1.0,0.0,12.8,6.4,8.5,2.9,1.5
2024-04-17_19:03:13,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,883.4,800.0,800.0,800.0,800.0,1700.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1234.7,800.0,0.9,2.0,0.5,1.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.0,0.0,4.4,0.0,2.5,0.5
2024-04-17_19:03:15,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,833.4,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1333.8,800.0,1.6,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.5,15.3,1.5,3.9,0.0
2024-04-17_19:03:17,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,839.3,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1428.0,800.0,1.8,2.0,1.0,1.5,1.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.5,3.9,8.5,2.0,2.0
2024-04-17_19:03:19,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,820.1,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1121.9,800.0,1.5,0.5,11.4,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,1.0,4.4,0.5,2.0,1.0
2024-04-17_19:03:21,44.0,44.0,44.0,44.0,44.0,43.0,43.0,43.0,43.0,43.9,43.9,67.0,806.1,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,898.2,800.0,1.3,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,10.3,2.5,0.5
2024-04-17_19:03:23,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,832.4,798.1,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,2.8,2.0,0.5,1.5,0.5,0.0,1.9,2.0,4.9,1.0,1.0,0.0,1.5,13.7,7.3,5.9,1.5
2024-04-17_19:03:25,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,801.1,817.7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.9,3.4,0.5,0.5,0.5,0.5,0.0,0.0,4.4,0.5,0.5,0.0,1.0,0.5,1.0,1.0,1.0
2024-04-17_19:03:27,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,886.8,798.1,800.0,800.0,800.0,2000.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,2.2,3.9,1.0,1.0,1.5,9.7,1.9,1.0,4.4,0.5,0.0,0.0,1.0,3.9,1.0,1.5,2.4
2024-04-17_19:03:29,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,804.5,871.6,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.8,3.9,0.0,0.5,0.5,1.0,0.5,1.0,4.4,1.5,1.5,1.0,1.5,1.5,9.4,0.5,2.0
2024-04-17_19:03:31,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,820.9,1134.6,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.7,2.5,0.5,0.0,1.0,14.1,0.0,0.0,0.5,0.0,0.0,1.5,0.5,3.0,1.0,0.0,2.4
2024-04-17_19:03:34,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,813.0,1007.9,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.0,3.0,1.0,0.5,1.5,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,4.4,1.0,1.5,1.5
2024-04-17_19:03:36,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,802.9,846.6,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,2.6,3.4,0.0,2.9,1.5,12.3,1.5,0.5,0.5,1.5,1.0,0.5,0.5,4.9,9.8,0.5,0.5
2024-04-17_19:03:38,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,804.0,864.8,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.9,2.5,1.0,0.0,1.5,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,4.4,0.0,0.5,1.5
2024-04-17_19:03:40,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,814.6,1033.9,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.6,3.0,0.0,0.5,1.5,1.0,0.5,0.5,0.0,0.5,0.5,1.0,11.8,3.9,0.5,0.5,0.5
2024-04-17_19:03:42,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,804.2,867.1,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1218.0,800.0,800.0,800.0,800.0,1.8,3.4,0.0,1.0,0.5,0.5,0.5,0.5,1.0,1.5,1.0,1.0,1.5,4.4,8.4,1.0,1.5
2024-04-17_19:03:44,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,846.2,1339.8,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1000.0,800.0,800.0,800.0,2.3,2.0,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.5,3.4,0.5,11.8,4.9,8.8,1.0,1.0
2024-04-17_19:03:46,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,44.0,43.9,43.9,67.0,845.5,860.5,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1300.0,966.8,800.0,800.0,800.0,0.5,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,2.0,0.0,2.0,0.0
2024-04-17_19:03:48,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,799.9,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,798.1,800.0,800.0,2.7,2.9,0.5,0.5,2.0,12.3,1.0,2.9,0.5,2.0,0.5,0.5,1.5,4.9,8.9,0.0,2.5
2024-04-17_19:03:50,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,817.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1172.1,800.0,800.0,0.9,1.0,0.5,0.5,1.4,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1.0,3.4,2.9,0.0,1.4
2024-04-17_19:03:52,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,827.9,845.7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1200.0,800.0,800.0,1.6,0.5,0.5,0.0,1.0,13.2,0.0,0.0,0.0,0.5,0.0,0.5,0.5,3.4,2.5,1.5,1.5
2024-04-17_19:03:54,44.0,44.0,44.0,44.0,44.0,43.0,43.0,43.0,43.0,43.9,43.9,67.0,814.9,1037.9,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.7,2.5,1.0,1.0,2.0,2.0,0.0,0.0,0.5,1.5,0.0,0.0,0.5,3.4,3.9,5.9,2.0
2024-04-17_19:03:56,43.0,43.0,43.0,43.0,43.0,43.0,43.0,44.0,44.0,43.9,43.9,67.0,811.0,976.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,2.6,4.4,2.0,1.0,1.0,1.0,9.3,1.0,0.5,1.0,0.0,1.0,1.5,4.4,13.3,1.0,2.0
2024-04-17_19:03:58,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,805.9,894.3,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.2,3.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,2.5,4.4,0.5,0.5,2.0
2024-04-17_19:04:00,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,909.4,1050.9,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,2300.0,800.0,800.0,5.0,4.0,0.5,2.9,1.5,3.4,0.5,1.0,2.9,12.8,2.5,0.5,1.0,23.6,17.1,6.4,1.5
2024-04-17_19:04:02,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,859.9,857.9,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.9,4.4,3.9,3.4,2.0,5.9,2.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.4
2024-04-17_19:04:04,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,830.8,1292.9,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.7,3.0,0.5,0.0,1.0,2.5,0.5,0.5,2.5,0.5,0.0,1.0,1.5,13.4,0.5,1.0,0.0
2024-04-17_19:04:06,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,802.8,844.6,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,3.2,2.5,8.3,2.0,2.5,2.0,2.0,1.0,4.9,4.9,3.4,0.5,0.0,1.0,8.9,4.0,1.0
2024-04-17_19:04:08,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,805.9,894.9,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,2.1,6.4,3.9,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.5,0.0,0.0,12.3,0.5,1.5,2.0
2024-04-17_19:04:10,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.9,43.9,67.0,804.9,878.8,800.0,800.0,800.0,1185.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.5,3.9,0.0,0.5,1.0,6.4,0.0,1.0,0.0,3.4,0.5,0.5,0.5,5.4,0.0,0.0,0.5
2024-04-17_19:04:12,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,829.4,870.8,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1200.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,2.2,2.5,1.5,2.0,1.0,0.5,2.0,1.0,1.5,6.4,1.5,1.0,1.0,0.5,8.9,0.0,1.5
2024-04-17_19:04:14,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,799.9,798.4,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,2.1,3.9,5.9,0.5,0.5,13.1,0.5,0.5,0.5,4.9,0.5,0.0,1.5,0.0,0.0,0.5,1.5
2024-04-17_19:04:16,43.0,43.0,43.0,43.0,43.0,43.0,43.0,44.0,44.0,43.9,43.9,67.0,814.8,1036.9,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.7,3.4,1.0,0.5,0.5,0.0,0.5,0.0,0.5,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-04-17_19:04:18,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,803.4,853.7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,2.1,3.0,0.0,2.0,2.5,2.0,0.5,2.5,0.5,3.9,1.5,1.0,1.5,1.5,3.4,7.3,2.0
2024-04-17_19:04:20,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,813.0,808.2,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1000.0,800.0,800.0,800.0,800.0,800.0,800.0,1041.8,1.6,2.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,4.9,0.0,0.0,1.0,12.7,0.0,1.0,0.5
2024-04-17_19:04:22,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,814.3,829.3,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1000.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.9,4.4,1.0,0.5,0.0,0.5,0.0,0.5,0.0,4.4,0.5,0.0,0.0,0.0,0.5,0.0,1.5
2024-04-17_19:04:24,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,857.1,1013.8,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1500.0,800.0,800.0,800.0,2.2,2.5,0.0,2.0,1.0,0.5,0.5,1.0,0.0,5.9,1.0,2.0,1.5,5.4,5.4,4.9,2.5
2024-04-17_19:04:26,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,825.0,899.6,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1100.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,2.0,2.5,2.0,1.0,2.5,1.0,2.5,1.0,1.0,4.9,1.0,1.0,0.5,8.4,1.5,1.0,0.5
2024-04-17_19:04:29,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,835.4,965.8,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1200.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.2,4.9,1.5,1.0,2.0,1.0,2.9,0.0,1.0,4.4,0.5,0.5,1.0,0.0,0.0,0.0,0.0
2024-04-17_19:04:31,44.0,44.0,44.0,43.0,43.0,43.0,43.0,43.0,44.0,43.9,43.9,67.0,841.8,1131.1,800.0,800.0,800.0,1161.3,800.0,800.0,800.0,1137.3,800.0,800.0,800.0,800.0,800.0,800.0,800.0,2.5,3.0,1.0,0.5,0.0,1.5,14.1,1.0,0.0,3.0,1.5,0.0,0.5,0.5,5.9,3.9,2.0
2024-04-17_19:04:33,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,878.3,1800.0,798.2,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.2,3.4,1.9,1.0,1.9,1.0,0.0,2.0,1.0,4.8,0.5,0.5,0.0,0.0,0.0,1.0,0.5
2024-04-17_19:04:35,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,42.9,42.9,67.0,814.4,800.0,1029.6,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.6,1.0,3.4,0.0,0.5,0.0,13.7,1.5,0.0,3.9,0.5,0.5,0.0,0.0,0.0,0.5,0.0
2024-04-17_19:04:37,44.0,44.0,44.0,43.0,43.0,43.0,43.0,44.0,44.0,43.9,43.9,67.0,801.4,800.0,1191.4,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.6,0.5,2.5,1.0,2.5,0.0,0.5,1.0,0.0,4.9,0.5,0.0,0.0,1.5,0.0,8.9,2.0
2024-04-17_19:04:39,44.0,44.0,44.0,44.0,44.0,44.0,43.0,43.0,43.0,43.9,43.9,67.0,801.2,912.3,798.2,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.7,0.5,3.4,1.0,0.5,1.0,12.7,1.0,1.0,4.8,0.0,0.5,1.5,0.0,0.5,0.5,1.0
2024-04-17_19:04:41,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,804.6,800.0,873.1,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.7,0.0,3.9,0.0,0.5,0.0,0.0,0.0,0.0,4.4,0.5,0.0,0.0,0.0,0.0,0.5,0.0
2024-04-17_19:04:43,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,809.4,800.0,950.7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,3.5,0.5,3.4,1.0,10.8,0.5,5.4,1.5,1.5,5.4,3.0,13.2,0.5,1.5,6.9,2.0,1.0
2024-04-17_19:04:45,43.0,43.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,43.9,43.9,67.0,813.5,800.0,1015.7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.9,0.5,2.9,0.0,1.5,0.5,0.5,1.9,0.5,4.9,0.0,0.5,0.5,0.0,0.0,0.0,0.0
2024-04-17_19:04:47,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.9,43.9,67.0,812.2,800.0,995.4,800.0,800.0,800.0,1091.7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.7,0.0,4.9,1.0,1.5,0.5,1.5,0.0,0.5,4.9,0.5,0.5,11.3,0.0,0.0,0.0,0.0
2024-04-17_19:04:49,43.0,43.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,43.9,43.9,67.0,801.4,800.0,823.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.9,1.0,2.0,1.5,2.0,1.5,1.5,0.5,1.5,4.9,1.0,0.0,0.0,1.5,4.5,4.9,1.0
2024-04-17_19:04:51,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,42.9,42.9,67.0,804.2,800.0,798.1,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.6,12.1,2.9,0.0,0.5,0.5,1.0,0.0,0.0,5.3,0.0,1.0,0.5,1.0,0.0,0.5,0.5
2024-04-17_19:04:53,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.0,43.0,43.9,43.9,67.0,921.3,800.0,798.1,800.0,800.0,800.0,800.0,800.0,1700.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.9,13.2,5.3,1.0,0.5,0.5,2.4,0.5,0.5,4.9,0.0,0.0,1.0,0.0,0.5,0.5,0.0
2024-04-17_19:04:55,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,42.9,42.9,67.0,815.0,800.0,1039.7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,2.6,1.0,4.9,1.5,1.5,0.5,2.0,0.5,3.9,0.5,1.5,0.0,1.5,1.5,9.3,11.8,0.5
2024-04-17_19:04:57,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,42.9,42.9,67.0,1024.7,800.0,994.8,1700.0,800.0,800.0,1700.0,800.0,800.0,1700.0,800.0,800.0,800.0,800.0,800.0,800.0,1500.0,1.4,1.5,4.9,1.0,2.4,0.5,2.0,0.0,5.4,0.0,0.5,0.5,0.0,0.5,2.4,1.0,1.0
2024-04-17_19:04:59,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,42.9,42.9,67.0,806.6,800.0,906.1,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,2.3,0.0,2.0,0.5,0.0,0.0,0.0,8.8,4.5,0.0,0.5,0.5,0.0,0.5,12.8,4.4,0.0
2024-04-17_19:05:01,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.0,43.0,42.9,42.9,67.0,858.1,800.0,828.9,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1700.0,800.0,800.0,800.0,800.0,800.0,800.0,1.8,1.0,3.4,0.5,0.5,0.5,1.0,1.0,5.4,2.4,0.5,1.0,2.0,0.0,9.3,0.5,1.0
