Time,"Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Core4,0","Temp:Core5,0","Temp:Core6,0","Temp:Core7,0","Temp:Composite,0","Temp:Sensor1,0","Temp:Pch_Haswell,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Frequency:Core 8,Frequency:Core 9,Frequency:Core 10,Frequency:Core 11,Frequency:Core 12,Frequency:Core 13,Frequency:Core 14,Frequency:Core 15,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7,Util:Core 8,Util:Core 9,Util:Core 10,Util:Core 11,Util:Core 12,Util:Core 13,Util:Core 14,Util:Core 15
2024-04-17_19:21:57,44.0,44.0,44.0,44.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,814.6,800.0,800.0,1033.6,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.6,2.9,1.5,4.4,2.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,1.5,0.0,6.9,1.9,0.5
2024-04-17_19:21:59,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,822.0,800.0,800.0,1151.3,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.4,0.5,0.5,3.4,1.0,0.5,3.5,0.0,2.9,1.0,0.0,0.5,0.0,0.0,4.9,0.0,2.9
2024-04-17_19:22:01,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,827.2,800.0,800.0,1236.0,800.0,800.0,798.1,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.2,0.5,0.5,1.5,1.0,1.0,5.9,0.0,0.5,0.0,1.0,1.0,0.0,0.5,4.4,1.0,0.0
2024-04-17_19:22:03,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,805.7,800.0,800.0,890.5,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.5,2.5,1.0,4.4,2.5,0.5,3.9,1.0,1.0,0.0,0.5,0.0,0.5,1.5,4.4,0.5,1.5
2024-04-17_19:22:05,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,800.4,800.0,800.0,807.1,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.2,2.0,0.0,2.9,0.0,1.0,5.4,2.9,0.0,0.5,0.5,0.5,0.0,0.0,4.4,0.5,0.5
2024-04-17_19:22:07,44.0,44.0,44.0,44.0,44.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,933.2,939.1,839.5,1336.4,800.0,800.0,1600.0,800.0,800.0,800.0,800.0,800.0,800.0,843.5,1328.6,844.3,800.0,2.4,1.5,3.9,3.0,2.0,0.5,8.3,0.0,0.5,0.5,0.0,0.0,0.0,3.9,7.9,4.9,0.0
2024-04-17_19:22:09,44.0,44.0,44.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,958.7,900.0,1198.8,800.0,800.0,800.0,800.0,800.0,1139.9,800.0,2100.0,800.0,800.0,800.0,1200.0,800.0,800.0,3.3,11.2,7.4,2.5,0.5,1.0,0.0,2.0,3.9,0.5,1.5,0.5,1.0,5.4,8.3,5.9,0.5
2024-04-17_19:22:11,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,800.3,800.0,800.0,800.0,800.0,800.0,800.0,800.0,805.2,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.6,1.5,0.5,0.5,0.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.5
2024-04-17_19:22:13,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,851.6,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1277.7,800.0,800.0,800.0,798.1,800.0,800.0,800.0,800.0,1.6,4.9,1.0,0.5,1.5,2.4,1.5,1.0,4.9,0.0,0.5,1.0,0.5,0.0,4.9,0.0,0.0
2024-04-17_19:22:15,44.0,44.0,44.0,44.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,825.3,800.0,800.0,800.0,798.2,800.0,800.0,800.0,1200.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.8,1.9,0.0,1.0,1.9,1.0,0.0,2.9,1.9,0.5,1.5,0.5,10.2,1.0,4.8,0.0,1.5
2024-04-17_19:22:17,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,919.8,800.0,800.0,800.0,916.2,800.0,800.0,1700.0,800.0,800.0,800.0,800.0,800.0,800.0,1700.0,800.0,800.0,1.3,2.0,0.0,0.5,4.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,6.9,0.5,4.9,0.0,0.5
2024-04-17_19:22:19,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,870.4,800.0,800.0,800.0,1287.8,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1200.0,800.0,800.0,800.0,1039.3,1.6,0.5,2.0,0.5,4.4,1.0,1.5,1.0,0.0,0.5,0.0,0.5,7.9,0.5,4.9,0.0,1.5
2024-04-17_19:22:21,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,805.9,800.0,800.0,800.0,894.3,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.4,0.5,0.5,1.5,3.0,0.5,0.5,1.5,0.0,0.5,0.0,0.5,5.9,0.5,4.0,0.5,2.5
2024-04-17_19:22:23,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,800.3,800.0,800.0,800.0,804.1,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.0,2.0,0.5,1.0,3.4,0.0,0.5,0.5,0.0,0.5,1.0,1.0,0.0,1.0,4.9,0.0,0.0
2024-04-17_19:22:25,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,42.9,42.9,67.0,1142.2,1824.2,800.0,800.0,800.0,800.0,800.0,800.0,2000.0,800.0,927.2,800.0,2600.0,800.0,800.0,800.0,800.0,5.1,2.9,0.5,1.0,4.8,1.5,5.3,2.4,1.0,1.0,3.4,4.4,40.3,2.0,5.4,3.9,1.0
2024-04-17_19:22:27,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,67.0,902.0,800.0,800.0,800.0,800.0,800.0,1700.0,800.0,800.0,800.0,1131.8,800.0,800.0,800.0,1200.0,800.0,800.0,1.4,3.9,1.0,1.5,3.4,0.5,0.5,2.0,0.5,0.0,3.0,1.0,0.0,0.0,3.4,0.5,0.5
2024-04-17_19:22:29,43.0,43.0,43.0,44.0,44.0,43.0,43.0,43.0,44.0,42.9,42.9,67.0,853.5,1257.7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,798.1,800.0,800.0,800.0,1200.0,800.0,800.0,1.2,6.4,1.0,0.0,0.5,1.5,0.0,1.0,0.0,0.5,3.4,0.0,0.0,1.0,4.4,0.0,0.5
2024-04-17_19:22:31,43.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,42.9,42.9,66.5,906.4,1200.0,800.0,800.0,1207.1,800.0,800.0,900.0,800.0,800.0,1295.0,800.0,800.0,800.0,1100.0,800.0,800.0,2.2,12.4,0.5,3.9,2.5,0.5,0.5,1.5,0.5,2.0,4.4,1.5,0.0,1.0,3.9,0.0,0.5
2024-04-17_19:22:33,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,853.7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1358.8,800.0,800.0,800.0,1100.0,800.0,800.0,1.3,2.0,1.0,0.5,2.0,0.5,2.0,2.4,0.0,1.5,3.0,0.5,0.5,1.0,4.4,0.0,0.5
2024-04-17_19:22:35,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,44.0,42.9,42.9,66.5,811.4,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,922.1,800.0,800.0,800.0,859.8,800.0,800.0,1.1,4.9,0.5,1.0,0.0,0.0,0.0,1.5,1.0,0.0,2.0,0.0,0.0,0.5,3.9,0.0,0.0
2024-04-17_19:22:38,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,1054.0,800.0,2000.0,2100.0,800.0,800.0,800.0,800.0,1364.3,1300.0,1300.0,800.0,800.0,800.0,800.0,800.0,800.0,1.7,0.5,1.5,2.5,1.0,2.0,1.0,2.0,1.5,8.9,3.4,0.0,1.0,0.5,2.5,0.0,1.0
2024-04-17_19:22:40,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,819.2,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1107.3,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.5,0.5,0.0,0.5,0.0,0.0,4.9,0.0,0.0
2024-04-17_19:22:42,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,67.0,819.7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1115.5,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,2.2,0.0,1.5,2.0,1.0,0.0,0.0,0.5,3.0,23.3,0.5,0.0,0.0,0.5,4.4,0.0,0.0
2024-04-17_19:22:44,43.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,43.0,42.9,42.9,67.0,1071.0,800.0,1236.4,800.0,800.0,800.0,800.0,1700.0,1300.0,800.0,2000.0,2100.0,800.0,800.0,800.0,800.0,800.0,1.8,0.0,1.0,0.0,0.5,0.5,0.0,2.0,3.0,10.7,2.5,2.0,1.0,0.5,3.9,0.5,0.5
2024-04-17_19:22:46,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,808.6,800.0,937.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.2,0.0,3.0,0.0,1.0,0.5,0.5,0.5,0.0,5.4,3.9,0.0,0.5,0.0,3.9,0.0,0.5
2024-04-17_19:22:48,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,802.7,800.0,844.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.8,0.5,3.4,1.0,1.0,0.5,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,4.4,0.5,0.5
2024-04-17_19:22:50,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,973.9,800.0,1082.0,800.0,800.0,800.0,800.0,800.0,800.0,2000.0,2100.0,800.0,800.0,800.0,800.0,800.0,800.0,1.7,0.5,3.9,0.0,1.0,0.5,1.5,1.0,1.0,8.8,1.0,0.5,0.0,0.0,4.4,0.5,0.5
2024-04-17_19:22:52,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,820.5,800.0,1128.3,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.3,1.0,4.4,0.5,1.0,1.5,0.0,1.0,1.5,0.0,0.0,0.0,4.9,0.0,4.9,0.5,0.5
2024-04-17_19:22:54,42.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,803.2,800.0,851.2,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.0,0.0,2.5,2.0,1.0,1.0,0.5,2.0,0.0,0.0,0.0,1.0,0.0,0.5,4.4,0.0,0.0
2024-04-17_19:22:56,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,42.9,42.9,66.5,802.9,800.0,846.2,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,2.3,2.0,7.4,0.0,1.5,0.5,1.5,1.5,0.5,0.0,0.0,0.5,14.7,0.5,4.9,0.5,0.5
2024-04-17_19:22:58,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,804.0,800.0,863.8,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.2,1.0,3.4,1.0,1.5,2.9,1.0,0.0,0.0,0.0,0.5,1.5,0.0,0.0,4.4,0.5,1.5
2024-04-17_19:23:00,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,804.0,800.0,864.7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.9,2.0,2.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,1.0,0.5,4.9,0.0,1.0
2024-04-17_19:23:02,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,805.0,800.0,879.7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,2.3,6.4,4.9,0.0,1.5,2.0,0.5,1.5,1.5,3.5,0.0,0.0,10.8,0.0,3.5,0.0,0.0
2024-04-17_19:23:04,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,805.1,800.0,882.2,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.0,1.5,3.4,0.5,1.0,1.5,1.0,1.5,1.0,0.0,0.0,1.0,0.0,0.0,4.9,0.5,0.5
2024-04-17_19:23:06,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,805.8,800.0,893.1,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.1,0.0,3.4,1.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.5,4.5,0.5,4.0,0.5,0.0
2024-04-17_19:23:08,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,67.0,1031.2,1700.0,1600.0,900.0,899.2,1700.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1700.0,2.0,0.5,3.0,0.5,3.4,0.5,0.5,3.9,1.5,1.0,1.5,1.0,9.9,0.5,3.4,0.0,0.5
2024-04-17_19:23:10,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,825.0,800.0,800.0,800.0,1200.4,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.6,0.0,0.0,0.5,2.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.4,0.0,0.0
2024-04-17_19:23:12,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,821.2,800.0,800.0,800.0,938.5,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1000.0,800.0,800.0,1.4,2.0,0.0,0.5,3.9,1.0,0.5,1.0,2.0,1.0,0.0,1.0,4.4,0.0,4.4,0.0,0.5
2024-04-17_19:23:14,44.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,813.3,800.0,800.0,800.0,813.4,803.7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1000.0,800.0,800.0,1.7,0.5,1.0,1.0,3.5,1.0,2.0,0.5,1.5,7.4,0.5,0.0,2.0,1.0,4.4,0.0,0.0
2024-04-17_19:23:16,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,885.4,800.0,800.0,800.0,1700.0,800.0,800.0,800.0,1012.5,800.0,1054.1,800.0,800.0,800.0,800.0,800.0,800.0,1.1,1.0,1.5,2.5,2.4,0.0,0.0,0.0,1.0,4.9,1.5,0.0,0.0,0.5,2.5,0.0,0.0
2024-04-17_19:23:18,43.0,43.0,43.0,42.0,42.0,42.0,42.0,43.0,43.0,42.9,42.9,66.5,808.5,800.0,800.0,800.0,800.0,800.0,800.0,800.0,936.8,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.0,0.5,1.0,1.0,1.5,1.5,0.5,2.0,2.5,0.5,3.4,1.0,0.5,0.0,0.0,0.5,0.0
2024-04-17_19:23:20,43.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,43.0,42.9,42.9,66.5,824.4,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1190.7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.6,0.5,0.0,1.5,1.0,1.5,0.5,1.0,3.4,2.0,3.0,0.0,6.9,0.5,2.5,0.5,0.5
2024-04-17_19:23:22,43.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,42.9,42.9,66.5,815.7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1051.2,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.3,0.5,0.0,2.0,0.5,0.5,1.0,1.5,2.9,4.5,2.5,0.0,0.0,0.0,4.9,0.0,1.0
2024-04-17_19:23:24,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,799.9,800.0,800.0,800.0,800.0,800.0,800.0,800.0,798.2,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.9,0.5,1.0,0.0,1.0,0.5,0.0,1.0,3.5,0.5,0.0,0.5,0.0,0.0,4.9,0.0,0.5
2024-04-17_19:23:26,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,67.0,817.4,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1078.8,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,2.7,2.0,1.0,1.0,1.0,1.0,2.5,3.4,5.4,0.5,3.0,1.5,12.8,1.5,4.9,0.5,1.0
2024-04-17_19:23:28,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,819.1,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1105.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.1,0.5,1.5,0.5,2.5,0.0,0.0,2.0,4.4,0.0,0.0,0.0,0.5,1.0,4.4,0.0,0.5
2024-04-17_19:23:30,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,800.3,800.0,800.0,800.0,800.0,800.0,800.0,800.0,804.7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.7,0.5,0.0,0.0,0.5,0.5,0.5,0.5,2.5,1.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0
2024-04-17_19:23:33,43.0,43.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,42.9,42.9,66.5,814.3,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1028.8,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,2.6,13.9,0.5,4.9,0.5,1.0,2.0,3.5,5.4,0.0,1.0,0.0,2.0,1.0,4.4,0.0,2.0
2024-04-17_19:23:35,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,806.5,800.0,800.0,800.0,800.0,800.0,800.0,800.0,904.1,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.6,0.0,0.5,0.0,0.5,0.5,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.5
2024-04-17_19:23:37,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,802.1,800.0,800.0,800.0,800.0,800.0,800.0,800.0,834.3,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.1,4.9,2.0,0.0,0.5,0.5,1.5,0.0,2.9,0.0,1.0,0.0,0.0,0.0,4.9,0.0,0.0
2024-04-17_19:23:39,43.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,42.9,42.9,66.5,810.4,800.0,800.0,800.0,800.0,800.0,800.0,800.0,966.5,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.9,9.4,1.0,2.0,1.5,2.0,2.4,0.5,4.0,0.0,0.5,0.5,0.0,1.0,4.4,0.0,1.5
2024-04-17_19:23:41,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,825.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1200.3,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.7,0.0,0.0,0.0,0.5,0.0,0.5,0.0,2.5,0.0,0.5,0.0,0.0,0.0,4.9,0.5,0.5
2024-04-17_19:23:43,44.0,44.0,44.0,44.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,818.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1088.3,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.4,5.0,1.5,1.0,1.5,1.5,1.0,0.5,2.5,0.0,0.5,1.0,0.0,0.0,4.4,2.0,1.0
2024-04-17_19:23:45,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,799.9,800.0,800.0,800.0,800.0,800.0,800.0,800.0,798.2,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.7,9.3,0.0,0.5,1.5,1.0,1.5,0.0,4.4,0.0,0.5,2.5,0.0,1.0,3.9,0.0,0.0
2024-04-17_19:23:47,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,67.0,816.4,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1062.4,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,2.4,5.4,2.5,3.4,0.5,1.0,3.4,0.5,5.4,0.5,0.0,3.0,1.0,0.5,4.4,0.0,7.9
2024-04-17_19:23:49,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,825.7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1006.3,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.0,0.5,0.5,1.0,0.5,2.0,1.5,0.0,3.9,0.0,0.0,0.5,0.0,0.5,4.4,0.5,0.5
2024-04-17_19:23:51,43.0,43.0,43.0,44.0,44.0,44.0,44.0,43.0,43.0,42.9,42.9,67.0,800.2,800.0,800.0,800.0,800.0,800.0,800.0,800.0,803.9,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1080.0,1.7,5.9,4.4,1.0,0.5,0.0,1.5,2.0,3.5,0.0,0.0,1.5,0.5,1.0,4.4,0.5,0.0
2024-04-17_19:23:53,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,819.2,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1140.4,800.0,800.0,800.0,800.0,800.0,1100.0,800.0,800.0,1.4,5.3,0.5,2.9,0.0,1.9,1.0,0.0,3.4,0.0,2.4,0.0,0.0,0.5,4.9,0.0,0.0
2024-04-17_19:23:55,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,832.8,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1076.1,800.0,800.0,800.0,800.0,800.0,1048.8,800.0,800.0,0.6,0.0,0.0,1.0,0.5,0.5,0.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.4,0.5,0.5
2024-04-17_19:23:57,44.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,67.0,898.2,800.0,800.0,1700.0,800.0,800.0,1700.0,897.3,798.2,800.0,800.0,800.0,800.0,800.0,2100.0,800.0,800.0,2.4,5.4,10.4,2.0,0.5,0.0,2.0,3.4,5.0,0.5,1.0,0.0,0.0,2.0,4.9,1.0,0.0
2024-04-17_19:23:59,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,811.9,800.0,800.0,800.0,800.0,800.0,800.0,800.0,991.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,0.9,0.5,1.5,1.5,1.0,0.5,0.0,1.5,3.9,0.0,0.5,0.0,0.0,0.5,3.4,0.0,0.0
2024-04-17_19:24:01,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,1140.1,1700.0,800.0,800.0,800.0,1700.0,1700.0,800.0,1415.6,800.0,1700.0,800.0,2600.0,800.0,800.0,800.0,1700.0,0.8,0.5,0.0,0.0,0.0,0.5,1.0,1.5,2.4,1.0,0.0,0.0,1.5,0.0,4.4,0.0,0.5
2024-04-17_19:24:03,44.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,883.6,800.0,800.0,800.0,837.9,800.0,800.0,800.0,1200.0,800.0,800.0,800.0,800.0,800.0,800.0,1700.0,800.0,2.6,13.9,1.0,2.0,2.0,0.5,2.0,2.5,5.4,0.5,2.5,0.5,0.5,0.5,4.4,1.5,1.0
2024-04-17_19:24:05,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,825.8,800.0,800.0,800.0,1012.6,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1000.0,800.0,800.0,0.6,0.0,0.0,0.0,3.4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4.9,0.5,0.5
2024-04-17_19:24:07,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,955.8,1700.0,2100.0,800.0,885.7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1000.0,800.0,800.0,1.4,3.9,4.4,0.5,2.5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.9,1.0,0.0
2024-04-17_19:24:09,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,799.9,800.0,800.0,800.0,798.3,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1.8,9.9,2.0,1.0,3.4,0.5,1.5,1.0,2.0,0.0,0.5,1.0,0.0,1.9,4.4,0.0,0.0
2024-04-17_19:24:11,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.9,42.9,66.5,824.3,800.0,800.0,800.0,888.9,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1100.0,800.0,800.0,0.7,0.5,0.0,0.0,4.9,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,4.4,0.5,0.0
2024-04-17_19:24:13,43.0,43.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,42.9,42.9,66.5,823.2,800.0,800.0,800.0,871.4,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1100.0,800.0,800.0,1.3,5.4,0.0,0.5,3.0,1.5,0.5,1.5,0.5,1.0,1.0,1.5,0.0,0.0,4.4,0.5,0.5
